"GARDENHOUR,BENJAMIN P",INTERN,2015Q1,"",COMMITTEE ON BUDGET
"GOFF,EMILY J",POLICY ADVISOR,2015Q1,"",COMMITTEE ON BUDGET
"GOLDMAN,JONATHAN G",SENIOR TAX COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"GRIFFIN,JOCELYN M",MINORITY COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"GUILLEN, JOSE",SYSTEMS ADMINISTRATOR,2015Q1,"",COMMITTEE ON BUDGET
"HANLON,SETH D",SENIOR TAX COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"HANLON,SETH D",SENIOR TAX COUNSEL (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"HERZ,JAMES P",BUDGET REVIEW DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"KAHN, THOMAS S",MINORITY STAFF DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"KAMAL, NAJY K",SHARED STAFF/REP. VAN HOLLEN,2015Q1,"",COMMITTEE ON BUDGET
"KNUDSEN,PATRICK L",ASSOCIATE POLICY ADVISOR,2015Q1,"",COMMITTEE ON BUDGET
"LEE,JANE K",POLICY DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"LONG,CHERI K",SHARED STAFF/REP. TOM PRICE,2015Q1,"",COMMITTEE ON BUDGET
"MAGEE,RICHARD E",COMMITTEE PRINTER,2015Q1,"",COMMITTEE ON BUDGET
"MAY,RICHARD E",SENIOR ADVISOR TO THE CHAIRMAN,2015Q1,"",COMMITTEE ON BUDGET
"MCDOWELL, SHEILA A",OFFICE MANAGER,2015Q1,"",COMMITTEE ON BUDGET
"MCKEE,KARA L",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"MEREDITH, DIANA",SENIOR BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"MORTON,ANDREW S",DEPUTY STAFF DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"MURPHY, PATRICK R",SHARED STAFF/REP. TOM PRICE,2015Q1,"",COMMITTEE ON BUDGET
"OVERBEEK, KIMBERLY",BUDGET REVIEW DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"PALMER, ASHLEY M",POLICY ADVISOR,2015Q1,"",COMMITTEE ON BUDGET
"PARKS,STEPHANIE M",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"POPADIUK, MARY E",COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"RESTUCCIA, PAUL",CHIEF COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"ROBB, KAREN A",SHARED STAFF/REP. VAN HOLLEN,2015Q1,"",COMMITTEE ON BUDGET
"ROMITO, JONATHAN",EXECUTIVE ASSISTANT,2015Q1,"",COMMITTEE ON BUDGET
"RUSSELL, SCOTT R",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"SCHNEIDER,DONALD F",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"SEIFERT,KEVIN C",SHARED EMPLOYEE,2015Q1,"",COMMITTEE ON BUDGET
"SKELTON,SHANE J",COUNSEL/BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"SKELTON,SHANE J",COUNSEL/BUDGET ANALYST (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"SMYTHE,AUGUSTINE",SENIOR ADVISOR TO THE CHAIRMAN,2015Q1,"",COMMITTEE ON BUDGET
"SPEALMAN,JENNAFER H",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"STEPHENSON,BETH A",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"STODDARD,ALEXANDER M",CHIEF ADMINISTRATOR,2015Q1,"",COMMITTEE ON BUDGET
"STREET,AMANDA C",SHARED STAFF/REP. TOM PRICE,2015Q1,"",COMMITTEE ON BUDGET
"WATSON,BRAD E",POLICY ADVISOR,2015Q1,"",COMMITTEE ON BUDGET
"WATSON,BRAD E",POLICY ADVISOR (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"ZEGERS, TED E",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"ABERNATHY, SARAH L",SENIOR POLICY COORDINATOR,2015Q1,"",COMMITTEE ON BUDGET
"ALLISON,WILLIAM R",PRESS SECRETARY,2015Q1,"",COMMITTEE ON BUDGET
"APPEL,ERIKA R",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"AYDIN,ERSIN",INTERN,2015Q1,"",COMMITTEE ON BUDGET
"BALIS,ELLEN",SR BUDGET REVIEW SPECIALIST,2015Q1,"",COMMITTEE ON BUDGET
"BOGIE,JUSTIN H",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"BOLDUC, BRIAN J",SHARED STAFF/REP. PAUL RYAN,2015Q1,"",COMMITTEE ON BUDGET
"BOLDUC, BRIAN J",SHARED STAFF/REP. PAUL RYAN (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"BURKS,JONATHAN",POLICY DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"BURKS,JONATHAN",POLICY DIRECTOR (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"CAPSTICK,KATHLEEN E",MINORITY STAFF ASSISTANT,2015Q1,"",COMMITTEE ON BUDGET
"CORMNEY,KYLE H",SHARED EMPLOYEE,2015Q1,"",COMMITTEE ON BUDGET
"CUMMINGS, KENNETH",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"DAVIS,ERIC E",STAFF ASSISTANT,2015Q1,"",COMMITTEE ON BUDGET
"DAY,VANESSA",SHARED STAFF/REP. PAUL RYAN,2015Q1,"",COMMITTEE ON BUDGET
"DAY,VANESSA",SHARED STAFF/REP. PAUL RYAN (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"DOCKERY,DERRICK D",PRESS ASSISTANT,2015Q1,"",COMMITTEE ON BUDGET
"DOCKERY,DERRICK D",PRESS ASSISTANT (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"EMMANS,WALTER E",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"FLYNN,TIMOTHY",ECONOMIST,2015Q1,"",COMMITTEE ON BUDGET
"FOLTZ,DEVON N",SENIOR COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"FREY,BRIDGETT",SHARED STAFF/REP. VAN HOLLEN,2015Q1,"",COMMITTEE ON BUDGET
"GRIFFIN,JOCELYN M",MINORITY COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"GUILLEN, JOSE",SYSTEMS ADMINISTRATOR,2015Q1,"",COMMITTEE ON BUDGET
"HANLON,SETH D",SENIOR TAX COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"HERZ,JAMES P",BUDGET REVIEW DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"HOFFMANN, MATTHEW",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"HOFFMANN, MATTHEW",BUDGET ANALYST (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"KAHN, THOMAS S",MINORITY STAFF DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"KAMAL, NAJY K",SHARED STAFF/REP. VAN HOLLEN,2015Q1,"",COMMITTEE ON BUDGET
"MAY,RICHARD E",SENIOR ADVISOR TO THE CHAIRMAN,2015Q1,"",COMMITTEE ON BUDGET
"MAY,RICHARD E",SENIOR ADVISOR TO THE CHAIRMAN (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"MCCANN, EDWARD D",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"MCCANN, EDWARD D",BUDGET ANALYST (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"MCDOWELL, SHEILA A",OFFICE MANAGER,2015Q1,"",COMMITTEE ON BUDGET
"MCKEE,KARA L",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"MEREDITH, DIANA",SENIOR BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"MEYER, JOYCE Y",SHARED STAFF/REP. PAUL RYAN,2015Q1,"",COMMITTEE ON BUDGET
"MORTON,ANDREW S",DEPUTY STAFF DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"OVERBEEK, KIMBERLY",BUDGET REVIEW DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"PARKS,STEPHANIE M",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"POPADIUK, MARY E",COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"RESTUCCIA, PAUL",CHIEF COUNSEL,2015Q1,"",COMMITTEE ON BUDGET
"ROBB, KAREN A",SHARED STAFF/REP. VAN HOLLEN,2015Q1,"",COMMITTEE ON BUDGET
"ROMITO, JONATHAN",EXECUTIVE ASSISTANT,2015Q1,"",COMMITTEE ON BUDGET
"RUSSELL, SCOTT R",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"SCHNEIDER,DONALD F",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"SEIFERT,KEVIN C",SHARED EMPLOYEE,2015Q1,"",COMMITTEE ON BUDGET
"SKELTON,SHANE J",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"SMYTHE,AUGUSTINE",REPUBLICAN STAFF DIRECTOR,2015Q1,"",COMMITTEE ON BUDGET
"SPEALMAN,JENNAFER H",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"STEPHENSON,BETH A",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"STODDARD,ALEXANDER M",CHIEF ADMINISTRATOR,2015Q1,"",COMMITTEE ON BUDGET
"TETI, DENNIS E",SENIOR ADVISOR,2015Q1,"",COMMITTEE ON BUDGET
"TETI, DENNIS E",SENIOR ADVISOR (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON BUDGET
"ZEGERS, TED E",BUDGET ANALYST,2015Q1,"",COMMITTEE ON BUDGET
"BAKER, ANDREW W",MINORITY CHIEF COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"BALZANO, PAUL N",PROFESSIONAL STAFF MEMBER,2015Q1,"",COMMITTEE ON AGRICULTURE
"BALZANO, PAUL N",PROFESSIONAL STAFF-FINANCE,2015Q1,"",COMMITTEE ON AGRICULTURE
"BARBER,JACKIE",CHIEF COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"CALLEN, ASHLEY","DEPUTY CHIEF COUNSEL,OVERSIGHT",2015Q1,"",COMMITTEE ON AGRICULTURE
"CARTER,JESSICA D",DEPUTY OVERSIGHT COUNSEL-LA,2015Q1,"",COMMITTEE ON AGRICULTURE
"CHESHER,LISA R",INTERN,2015Q1,"",COMMITTEE ON AGRICULTURE
"CHRISTENSEN,LEAH T",DIRECTOR OF OPER/MBR SERVS,2015Q1,"",COMMITTEE ON AGRICULTURE
"CRITTENDEN,ALLISON B",INTERN,2015Q1,"",COMMITTEE ON AGRICULTURE
"CROSSWHITE,CALEB",LEGISLATIVE ASSISTANT,2015Q1,"",COMMITTEE ON AGRICULTURE
"DECESARO,ANNE M",PROFESSIONAL STAFF-NUTRITION,2015Q1,"",COMMITTEE ON AGRICULTURE
"FISCHER,BART L",CHIEF ECONOMIST,2015Q1,"",COMMITTEE ON AGRICULTURE
"FREE,CORY D",INTERN,2015Q1,"",COMMITTEE ON AGRICULTURE
"FRIEDLANDER,ELIZABETH",MINORITY COMMUNICATIONS DIRECT,2015Q1,"",COMMITTEE ON AGRICULTURE
"FRIEDLANDER,ELIZABETH",SHARED EMPLOYEE (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"FRIEDLANDER,ELIZABETH",SHARED EMPLOYEE (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"GOLDBERG, JOHN",PROFESSIONAL STAFF MEMBER,2015Q1,"",COMMITTEE ON AGRICULTURE
"GRAVES, SCOTT C",STAFF DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"GRAVES,HALEY R",PRESS SECRETARY,2015Q1,"",COMMITTEE ON AGRICULTURE
"HEGGEM,CHRISTINE N",COALITIONS DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"JONES,TRUMAN K",MINORITY PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"JURKOVICH,EVAN C",MINORITY PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"KNIGGE,MARY M",MINORITY PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"KONYA,JOHN F",DIRECTOR OF INFORMATION TECHNO,2015Q1,"",COMMITTEE ON AGRICULTURE
"LAREW, ROBERT L",MINORITY STAFF DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"LESTER, DEAN A",FINANCIAL ADMINISTRATOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"MACKENZIE,MATTHEW",MINORITY PROF STAFF/COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"MAXWELL, JOSHUA",PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"MCADAMS,CALLIE P",DEPUTY ECONOMIST,2015Q1,"",COMMITTEE ON AGRICULTURE
"MONOSON,THEODORE L",COMMUNICATIONS DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"MUNDAY, J M",DIRECTOR OF INFORMATION TECHNO,2015Q1,"",COMMITTEE ON AGRICULTURE
"NOWAK,MARY E",SENIOR LEGISLATIVE ASSISTANT,2015Q1,"",COMMITTEE ON AGRICULTURE
"REEDHOLM,CARLY A",STAFF ASSISTANT,2015Q1,"",COMMITTEE ON AGRICULTURE
"SCHERTZ,MATT",POLICY DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"SCOTT, M N",CHIEF CLERK,2015Q1,"",COMMITTEE ON AGRICULTURE
"SHELTON, LISA G",MINORITY PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"SIDDIQUI,FAISAL",SHARED EMPLOYEE,2015Q1,"",COMMITTEE ON AGRICULTURE
"SIMMONS, ANNE",MIN SR POLICY ADVISOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"SITTON,SCOTT A",DEPUTY COALITIONS DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"SOLEM,REBEKAH",SHARED EMPLOYEE,2015Q1,"",COMMITTEE ON AGRICULTURE
"SOWDER,SKLYAR L",LEGISLATIVE ASSISTANT,2015Q1,"",COMMITTEE ON AGRICULTURE
"STRANZ, MICHAEL J",MINORITY PROF STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"STRAUGHN, PATRICA B",DEPUTY COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"STRAUGHN, PATRICA B",COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"THOMAS,FAYE Y",MINORITY OFFICE MANAGER,2015Q1,"",COMMITTEE ON AGRICULTURE
"WETHERALD,MARGARET E",ADMINISTRATIVE DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"WILKEN,MOLLIE M",PRESS SECRETARY,2015Q1,"",COMMITTEE ON AGRICULTURE
"BAKER, ANDREW W",MINORITY CHIEF COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"BALZANO, PAUL N",PROFESSIONAL STAFF MEMBER,2015Q1,"",COMMITTEE ON AGRICULTURE
"BALZANO, PAUL N",PROFESSIONAL STAFF MEMBER (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"BLEVINS JR,ROGER B",SENIOR PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"BLEVINS JR,ROGER B",SENIOR PROFESSIONAL STAFF (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"BLEVINS JR,ROGER B",SENIOR PROFESSIONAL STAFF (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"CROSSWHITE,CALEB",LEGISLATIVE ASSISTANT,2015Q1,"",COMMITTEE ON AGRICULTURE
"DUNLAP, MICHAEL D",SENIOR PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"DUNLAP, MICHAEL D",SENIOR PROFESSIONAL STAFF (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"DUNLAP, MICHAEL D",SENIOR PROFESSIONAL STAFF (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"FISCHER,BART L",CHIEF ECONOMIST,2015Q1,"",COMMITTEE ON AGRICULTURE
"FRIEDLANDER,ELIZABETH",MINORITY COMMUNICATIONS DIRECT,2015Q1,"",COMMITTEE ON AGRICULTURE
"GLASSCOCK, STACEY",PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"GOLDBERG, JOHN",SCIENCE ADVISOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"HINTON,TAMARA R",COMMUNICATIONS DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"HINTON,TAMARA R",COMMUNICATIONS DIRECTOR (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"HINTON,TAMARA R",COMMUNICATIONS DIRECTOR (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"JONES,TRUMAN K",MINORITY PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"JURKOVICH,EVAN C",MINORITY PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"KNIGGE,MARY M",MINORITY PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"KONYA,JOHN F",INFORMATION TECH ASST,2015Q1,"",COMMITTEE ON AGRICULTURE
"KONYA,JOHN F",INFORMATION TECH ASST (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"KONYA,JOHN F",INFORMATION TECH ASST (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"KRAMP, KEVIN J",CHIEF COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"KRAMP, KEVIN J",CHIEF COUNSEL (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"LAREW, ROBERT L",MINORITY STAFF DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"MACKENZIE,MATTHEW",MINORITY PROF STAFF/COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"MATHIS,JOSHUA A",DEPUTY STAFF DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"MATHIS,JOSHUA A",DEPUTY STAFF DIRECTOR (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"MAXWELL, JOSHUA",SENIOR PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"MAXWELL, JOSHUA",SENIOR PROFESSIONAL STAFF (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"MOORMAN,MIRANDA J",STAFF ASSISTANT,2015Q1,"",COMMITTEE ON AGRICULTURE
"MOORMAN,MIRANDA J",STAFF ASSISTANT (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"MUNDAY, J M",DIRECTOR OF INFORMATION TECHNO,2015Q1,"",COMMITTEE ON AGRICULTURE
"MUNDAY, J M",DIRECTOR OF INFORMATION TECHNO (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"MUNDAY, J M",DIRECTOR OF INFORMATION TECHNO (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"MURRAY,DANITA M",COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"MURRAY,DANITA M",COUNSEL (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"MURRAY,DANITA M",COUNSEL (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"NOWAK,MARY E",PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"NOWAK,MARY E",PROFESSIONAL STAFF (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"PAGETT,RILEY",CLERK/LEGISLATIVE ASST,2015Q1,"",COMMITTEE ON AGRICULTURE
"PAGETT,RILEY",CLERK/LEGISLATIVE ASST (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"PAGETT,RILEY",CLERK/LEGISLATIVE ASST (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"SCHERTZ,MATT",SENIOR PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"SCOTT, M N",STAFF DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"SHELTON, LISA G",MINORITY PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"SIMMONS, ANNE",MIN SR POLICY ADVISOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"SLAYTON, CHERYL E",SHARED EMPLOYEE,2015Q1,"",COMMITTEE ON AGRICULTURE
"SOWDER,SKLYAR L",LEGISLATIVE ASSISTANT,2015Q1,"",COMMITTEE ON AGRICULTURE
"STRANZ, MICHAEL J",MINORITY PROF STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"STRAUGHN, PATRICA B",DEPUTY COUNSEL,2015Q1,"",COMMITTEE ON AGRICULTURE
"STRAUGHN, PELHAM",POLICY DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"STRAUGHN, PELHAM",POLICY DIRECTOR (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"THOMAS,FAYE Y",MINORITY OFFICE MANAGER,2015Q1,"",COMMITTEE ON AGRICULTURE
"THOMSON, RICHARD G",SENIOR PROFESSIONAL STAFF,2015Q1,"",COMMITTEE ON AGRICULTURE
"THOMSON, RICHARD G",SENIOR PROFESSIONAL STAFF (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"WETHERALD,MARGARET E",ADMINISTRATIVE DIRECTOR,2015Q1,"",COMMITTEE ON AGRICULTURE
"WETHERALD,MARGARET E",ADMINISTRATIVE DIRECTOR (OTHER COMPENSATION),2015Q1,"",COMMITTEE ON AGRICULTURE
"AMATO,MICHAEL J",PROFESSIONAL STAFF,2015Q1,"",ARMED SERVICES COMMITTEE
"ARCANGELI, PAUL",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"BINGEN-TYTLER, KARI A",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"BOPE, HEATH R",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"BOSSE,COLIN F",CLERK,2015Q1,"",ARMED SERVICES COMMITTEE
"BRIGHT, CHRISTOPHER J",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"BUSH, DOUGLAS R",PROFESSIONAL STAFF MBR,2015Q1,"",ARMED SERVICES COMMITTEE
"CASEY, MICHAEL C",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"CHAFIN,CLAUDE H",COMMUNICATIONS DIRECTOR,2015Q1,"",ARMED SERVICES COMMITTEE
"CHESHIRE, JAIME B",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"COLEMAN,EVERETT",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"CONRAD,ELIZABETH A",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"CRUMPLER, RYAN P",PROFESSIONAL STAFF MBR,2015Q1,"",ARMED SERVICES COMMITTEE
"FALK,AARON M",CLERK,2015Q1,"",ARMED SERVICES COMMITTEE
"FALK,AARON M",CLERK (OTHER COMPENSATION),2015Q1,"",ARMED SERVICES COMMITTEE
"GAGE,ABIGAIL P",CLERK,2015Q1,"",ARMED SERVICES COMMITTEE
"GALLO, ALEXANDER M",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"GARRETT,BRIAN",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"GATES,KEVIN M",PROFESSIONAL STAFF MBR,2015Q1,"",ARMED SERVICES COMMITTEE
"GIACHETTI,DAVID M",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"GRAY, BETTY B",EXECUTIVE ASSISTANT,2015Q1,"",ARMED SERVICES COMMITTEE
"GREENE,CRAIG M",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"HERBERT,JULIE A",CLERK,2015Q1,"",ARMED SERVICES COMMITTEE
"HOWARD, CYNTHIA E",SECURITY OFFICER,2015Q1,"",ARMED SERVICES COMMITTEE
"JAMES, JEANETTE S",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"JOHNSON, JOHN N",STAFF ASSISTANT,2015Q1,"",ARMED SERVICES COMMITTEE
"JOHNSON, WILLIAM SPENCER",PROFESSIONAL STAFF MBR,2015Q1,"",ARMED SERVICES COMMITTEE
"KAVANAUGH,LINDSAY Y",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"KITAY,STEPHEN L",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"LYNCH,JAMIE R",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"LYNN,ALISON S",SPOKESMAN & DIR OF MBR INITIAT,2015Q1,"",ARMED SERVICES COMMITTEE
"MACNAUGHTON,JOHN P",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"MCALISTER,ROBERT R",DEPUTY SPOKESMAN,2015Q1,"",ARMED SERVICES COMMITTEE
"MCALISTER,ROBERT R",DEPUTY SPOKESMAN (OTHER COMPENSATION),2015Q1,"",ARMED SERVICES COMMITTEE
"MCELROY, CATHERINE",GENERAL COUNSEL,2015Q1,"",ARMED SERVICES COMMITTEE
"MIKULA,NICHOLAS A",PRESS SECRETARY,2015Q1,"",ARMED SERVICES COMMITTEE
"MILLER,MICHAEL D",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"MOREHOUSE,MARK W",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"MORRISON,TIMOTHY A",COUNSEL,2015Q1,"",ARMED SERVICES COMMITTEE
"NOONAN,JOHN O",DEPUTY COMMUNICATIONS DIRECTOR,2015Q1,"",ARMED SERVICES COMMITTEE
"PEARCE,MICHELE A",COUNSEL,2015Q1,"",ARMED SERVICES COMMITTEE
"PLUNKETT,VICKIE F",PROFESSIONAL STAFF MBR,2015Q1,"",ARMED SERVICES COMMITTEE
"REMBER,KATHERINE E",CLERK,2015Q1,"",ARMED SERVICES COMMITTEE
"ROSS, REBECCA A",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"SANGIORGIO,JOSEPH D",RESEARCH ASSISTANT,2015Q1,"",ARMED SERVICES COMMITTEE
"SANGIORGIO,JOSEPH D",RESEARCH ASSISTANT (OTHER COMPENSATION),2015Q1,"",ARMED SERVICES COMMITTEE
"SCHULER,JACK A",PROFESSIONAL STAFF MEMBER,2015Q1,"",ARMED SERVICES COMMITTEE
"SENDAK,CATHERINE E",PROFESSIONAL STAFF MBR,2015Q1,"",ARMED SERVICES COMMITTEE
